file,frame,path,skater,x,y,z
Axel_1.npy,17,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-0.9229939,-0.9565798,-14.900959
Axel_1.npy,18,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-1.5142195,-1.3667881,-14.737641
Axel_1.npy,19,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-2.1736522,-1.8199965,-14.555563
Axel_1.npy,20,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-2.3446286,-1.8846635,-14.460967
Axel_1.npy,21,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-2.167096,-1.582547,-14.35326
Axel_1.npy,22,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-2.3485188,-1.6770974,-14.270049
Axel_1.npy,23,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-3.445803,-2.6685176,-14.04623
Axel_1.npy,24,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-3.7303984,-3.0071979,-14.058951
Axel_1.npy,25,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-3.8815167,-2.945394,-13.817461
Axel_1.npy,26,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-4.109397,-2.908211,-13.441915
Axel_1.npy,27,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-4.2173705,-2.9691653,-13.27104
Axel_1.npy,28,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-4.299171,-2.9385598,-13.061937
Axel_1.npy,29,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-4.4645376,-2.799809,-12.578475
Axel_1.npy,30,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-4.5799108,-2.761271,-12.225774
Axel_1.npy,31,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-4.655635,-2.844989,-12.000518
Axel_1.npy,32,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-4.764579,-2.9132326,-11.703016
Axel_1.npy,33,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-4.8771276,-2.9660344,-11.382717
Axel_1.npy,34,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-4.980982,-3.056032,-11.071619
Axel_1.npy,35,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-5.143033,-3.404689,-10.366521
Axel_1.npy,36,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-5.5012712,-4.253708,-9.061175
Axel_1.npy,37,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-5.490882,-4.4338865,-8.840727
Axel_1.npy,38,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-5.3273835,-4.79581,-8.541667
Axel_1.npy,39,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-5.290477,-5.253865,-8.197924
Axel_1.npy,40,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-5.1378593,-5.5958376,-7.636345
Axel_1.npy,41,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-4.871249,-5.8812194,-6.970976
Axel_1.npy,42,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-4.7247157,-6.2011843,-6.4712934
Axel_1.npy,43,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-4.550459,-6.551869,-5.9973507
Axel_1.npy,44,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-4.3428283,-6.881979,-5.5932074
Axel_1.npy,45,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-4.17918,-7.200744,-5.2857594
Axel_1.npy,46,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-3.9567633,-7.521009,-4.9488034
Axel_1.npy,47,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-3.579037,-7.94726,-4.4833784
Axel_1.npy,48,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-3.3172972,-8.3217535,-4.1357713
Axel_1.npy,49,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-3.1772795,-8.623923,-3.9065254
Axel_1.npy,50,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-3.0993068,-8.853478,-3.7458832
Axel_1.npy,51,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-3.0397937,-9.036881,-3.612637
Axel_1.npy,52,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-2.960891,-9.231146,-3.4659731
Axel_1.npy,53,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-2.8397365,-9.432281,-3.2840152
Axel_1.npy,54,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-2.6788418,-9.69289,-3.0540771
Axel_1.npy,55,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-2.4768643,-10.076088,-2.7536304
Axel_1.npy,56,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-2.2762938,-10.490378,-2.4379635
Axel_1.npy,57,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-2.1071916,-10.901265,-2.1420455
Axel_1.npy,58,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-1.9768859,-11.283308,-1.8711035
Axel_1.npy,59,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-1.8887532,-11.624342,-1.633726
Axel_1.npy,60,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-1.8065844,-12.275153,-1.2555377
Axel_1.npy,61,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-1.8308595,-12.856327,-1.0256737
Axel_1.npy,62,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-1.8730571,-13.011304,-0.84252334
Axel_1.npy,63,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-1.8673911,-12.974975,-0.608362
Axel_1.npy,64,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-1.9272423,-13.12222,-0.3969768
Axel_1.npy,65,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-2.0960717,-13.397499,-0.12481783
Axel_1.npy,66,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-2.261608,-13.578601,0.14695491
Axel_1.npy,67,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-2.6332164,-13.921954,0.5999296
Axel_1.npy,68,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-3.3246822,-14.480745,1.1416434
Axel_1.npy,69,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-3.4951952,-14.455655,1.6176597
Axel_1.npy,70,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-3.6328459,-14.2916565,2.3095336
Axel_1.npy,71,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-4.1774106,-14.358412,2.893657
Axel_1.npy,72,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-5.203673,-14.569038,3.5602455
Axel_1.npy,73,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-5.8290505,-14.506745,4.0316005
Axel_1.npy,74,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-6.404044,-14.249169,4.5175533
Axel_1.npy,75,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-6.8599973,-13.79491,5.122056
Axel_1.npy,76,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-7.2752566,-13.211766,5.776202
Axel_1.npy,77,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-7.6879864,-12.560141,6.371725
Axel_1.npy,78,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-7.972058,-11.699704,7.041695
Axel_1.npy,79,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-8.191813,-10.94444,7.5596466
Axel_1.npy,80,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-8.585267,-10.437453,7.7451158
Axel_1.npy,81,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-9.500775,-9.916189,7.6952667
Axel_1.npy,82,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-10.22315,-9.38792,7.6815643
Axel_1.npy,83,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-10.347082,-8.608156,7.9465528
Axel_1.npy,84,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-10.472693,-7.6701255,8.071197
Axel_1.npy,85,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-10.997899,-6.896371,7.890467
Axel_1.npy,86,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-11.477812,-6.290482,7.752339
Axel_1.npy,87,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-11.639063,-5.5258517,7.7145605
Axel_1.npy,88,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-11.625146,-4.5800433,7.714413
Axel_1.npy,89,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-11.679302,-3.6836357,7.6680756
Axel_1.npy,90,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-12.072995,-2.9275453,7.3361945
Axel_1.npy,91,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-12.634185,-2.2100356,6.8040085
Axel_1.npy,92,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-12.841497,-1.4903696,6.274177
Axel_1.npy,93,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-12.775864,-0.75981563,5.66718
Axel_1.npy,94,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-12.765488,-0.1378402,4.93542
Axel_1.npy,95,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-12.918406,0.36268565,4.1283526
Axel_1.npy,96,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-13.136356,0.77963465,3.3604696
Axel_1.npy,97,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-13.469541,1.2339115,2.58177
Axel_1.npy,98,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-13.775391,1.8202319,1.7995589
Axel_1.npy,99,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-13.870563,2.3273356,0.9564237
Axel_1.npy,100,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-13.956509,2.800912,0.19929369
Axel_1.npy,101,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-13.942441,3.3458068,-0.4713103
Axel_1.npy,102,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-13.9545355,3.9190538,-0.9837047
Axel_1.npy,103,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-14.001959,4.4276032,-1.3695319
Axel_1.npy,104,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-14.106351,4.944336,-1.5878736
Axel_1.npy,105,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-14.2554655,5.676874,-1.8100528
Axel_1.npy,106,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-14.324773,6.781114,-1.9989047
Axel_1.npy,107,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-14.296117,7.853482,-2.0795481
Axel_1.npy,108,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-14.137533,8.833806,-1.980533
Axel_1.npy,109,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-13.7753105,9.826112,-1.6688614
Axel_1.npy,110,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-13.197784,10.750018,-1.0972775
Axel_1.npy,111,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-12.527346,11.501877,-0.4076124
Axel_1.npy,112,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-11.8809185,12.040025,0.33391765
Axel_1.npy,113,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-11.104966,12.347122,1.1612585
Axel_1.npy,114,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-10.246816,12.495723,1.9740901
Axel_1.npy,115,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-9.679925,12.386631,2.7588992
Axel_1.npy,116,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-9.17116,12.075222,3.5407028
Axel_1.npy,117,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-8.54506,11.630037,4.335914
Axel_1.npy,118,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-7.951151,11.120723,5.068246
Axel_1.npy,119,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-7.416778,10.538251,5.777074
Axel_1.npy,120,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-6.838387,9.955254,6.4162483
Axel_1.npy,121,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-6.181923,9.364647,6.9375668
Axel_1.npy,122,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-5.365441,8.7933235,7.4578724
Axel_1.npy,123,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-4.437582,8.315106,8.15961
Axel_1.npy,124,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-3.3957,8.211507,8.87533
Axel_1.npy,125,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-2.2631133,8.275689,9.502544
Axel_1.npy,126,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-0.83179575,8.262088,10.185322
Axel_1.npy,127,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,0.74399465,7.6789007,10.751129
Axel_1.npy,128,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,1.6177099,6.628467,10.950252
Axel_1.npy,129,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,2.016754,5.433002,10.931096
Axel_1.npy,130,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,1.9954262,3.9761572,10.859189
Axel_1.npy,131,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,1.470951,2.5164125,10.860715
Axel_1.npy,132,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,0.6865118,1.3968745,10.95286
Axel_1.npy,133,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,0.30960476,0.65647113,11.108069
Axel_1.npy,134,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,0.10470493,-0.08034501,11.292341
Axel_1.npy,135,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-0.05872074,-1.3111541,11.579872
Axel_1.npy,136,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-0.09257348,-2.0558865,11.724223
Axel_1.npy,137,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-0.08037206,-2.5283802,11.785884
Axel_1.npy,138,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-0.048527014,-2.9257784,11.808525
Axel_1.npy,139,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,-0.009586351,-3.2767632,11.810438
Axel_1.npy,140,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,0.033924382,-3.5947297,11.794572
Axel_1.npy,141,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,0.08509282,-3.9154642,11.765415
Axel_1.npy,142,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,0.1344362,-4.2021413,11.7366
Axel_1.npy,143,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,0.17926522,-4.4369025,11.706223
Axel_1.npy,144,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,0.22825202,-4.6496253,11.657559
Axel_1.npy,145,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,0.28136706,-4.8525424,11.594854
Axel_1.npy,146,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,0.3324255,-5.0342703,11.531285
Axel_1.npy,147,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,0.3806445,-5.193735,11.468792
Axel_1.npy,148,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,0.43097457,-5.344491,11.394917
Axel_1.npy,149,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,0.48737457,-5.5049477,11.308812
Axel_1.npy,150,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,0.5632647,-5.712796,11.191704
Axel_1.npy,151,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,0.6722392,-5.9980874,11.023471
Axel_1.npy,152,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,0.78782666,-6.283629,10.842908
Axel_1.npy,153,D:/work/讨论/FS-Jump3D-main/FS-Jump3D-main/data/npy/Skater_A/Axel\Axel_1.npy,Skater_A,0.90809697,-6.5492053,10.649903
